"","Code","ID","Date","Time","Day","Station","Min Delay","Min Gap","Bound","Line","Vehicle","Code Description","Station_Line"
"745","TUMVS",396,2025-01-07,12:35:00,"Tuesday","OSSINGTON STATION","4","8","E","BD","5038","Operator Violated Signal","OSSINGTON STATION  -  BD"
"746","TUNIP",1123,2025-01-17,22:31:00,"Friday","COXWELL STATION","5","10","W","BD","5306","Operator Not In Position","COXWELL STATION  -  BD"
"747","TUNIP",976,2025-01-15,17:55:00,"Wednesday","KENNEDY BD STATION","6","9","W","BD","5213","Operator Not In Position","KENNEDY BD STATION  -  BD"
"748","TUNIP",55,2025-01-02,05:49:00,"Thursday","KENNEDY BD STATION","5","10","W","BD","5209","Operator Not In Position","KENNEDY BD STATION  -  BD"
"749","TUNIP",2029,2025-01-31,05:53:00,"Friday","KEELE STATION","4","7","W","BD","5102","Operator Not In Position","KEELE STATION  -  BD"
"750","TUNIP",1272,2025-01-20,15:37:00,"Monday","KEELE STATION","3","6","W","BD","5038","Operator Not In Position","KEELE STATION  -  BD"
"751","TUNIP",565,2025-01-09,15:57:00,"Thursday","KEELE STATION","6","9","W","BD","5229","Operator Not In Position","KEELE STATION  -  BD"
"752","TUNIP",138,2025-01-03,05:53:00,"Friday","EGLINTON STATION","5","10","N","YU","5781","Operator Not In Position","EGLINTON STATION  -  YU"
"753","TUNIP",934,2025-01-15,05:48:00,"Wednesday","GREENWOOD STATION","3","8","E","BD","5271","Operator Not In Position","GREENWOOD STATION  -  BD"
"754","TUNIP",391,2025-01-07,11:33:00,"Tuesday","COXWELL STATION","3","7","W","BD","5256","Operator Not In Position","COXWELL STATION  -  BD"
"755","TUNIP",957,2025-01-15,14:04:00,"Wednesday","KENNEDY BD STATION","7","11","W","BD","5121","Operator Not In Position","KENNEDY BD STATION  -  BD"
"756","TUNOA",39,2025-01-01,21:05:00,"Wednesday","FINCH STATION","6","12","S","YU","5551","No Operator Immediately Available","FINCH STATION  -  YU"
"757","TUNOA",6,2025-01-01,07:59:00,"Wednesday","DONLANDS STATION","5","10","W","BD","5000","No Operator Immediately Available","DONLANDS STATION  -  BD"
"758","TUO",1044,2025-01-16,19:01:00,"Thursday","DONLANDS STATION","4","7","W","BD","5029","Transportation Department - Other","DONLANDS STATION  -  BD"
"759","TUO",736,2025-01-12,08:31:00,"Sunday","BATHURST STATION","3","12","E","BD","5108","Transportation Department - Other","BATHURST STATION  -  BD"
"760","TUO",250,2025-01-05,08:43:00,"Sunday","KENNEDY BD STATION","4","8","E","BD","5313","Transportation Department - Other","KENNEDY BD STATION  -  BD"
"761","TUO",1905,2025-01-29,13:27:00,"Wednesday","WILSON STATION","6","11","N","YU","6121","Transportation Department - Other","WILSON STATION  -  YU"
"762","TUO",165,2025-01-03,15:16:00,"Friday","COXWELL STATION","3","7","E","BD","5071","Transportation Department - Other","COXWELL STATION  -  BD"
"763","TUO",1025,2025-01-16,12:29:00,"Thursday","UNION STATION","5","10","None","YU","5981","Transportation Department - Other","UNION STATION  -  YU"
"764","TUO",1099,2025-01-17,14:19:00,"Friday","SHERBOURNE STATION","4","8","E","BD","5026","Transportation Department - Other","SHERBOURNE STATION  -  BD"
"765","TUO",784,2025-01-13,08:37:00,"Monday","BLOOR STATION","5","8","S","YU","5501","Transportation Department - Other","BLOOR STATION  -  YU"
"766","TUO",1554,2025-01-24,10:04:00,"Friday","ISLINGTON STATION","5","9","E","BD","5306","Transportation Department - Other","ISLINGTON STATION  -  BD"
"767","TUO",2068,2025-01-31,15:09:00,"Friday","LAWRENCE WEST STATION","32","36","S","YU","5766","Transportation Department - Other","LAWRENCE WEST STATION  -  YU"
"768","TUO",1912,2025-01-29,14:21:00,"Wednesday","WILSON STATION","3","6","N","YU","6071","Transportation Department - Other","WILSON STATION  -  YU"
"769","TUO",492,2025-01-08,16:10:00,"Wednesday","EGLINTON STATION","5","9","N","YU","6066","Transportation Department - Other","EGLINTON STATION  -  YU"
"770","TUO",1201,2025-01-19,14:22:00,"Sunday","SUMMERHILL STATION","4","8","N","YU","5496","Transportation Department - Other","SUMMERHILL STATION  -  YU"
"771","TUO",1566,2025-01-24,14:59:00,"Friday","VAUGHAN MC STATION","4","8","S","YU","6031","Transportation Department - Other","VAUGHAN MC STATION  -  YU"
"772","TUO",1918,2025-01-29,15:01:00,"Wednesday","COXWELL STATION","4","8","E","BD","5281","Transportation Department - Other","COXWELL STATION  -  BD"
"773","TUO",1729,2025-01-27,07:19:00,"Monday","WELLESLEY STATION","4","7","N","YU","5566","Transportation Department - Other","WELLESLEY STATION  -  YU"
"774","TUO",1836,2025-01-28,17:09:00,"Tuesday","FINCH STATION","3","6","S","YU","6131","Transportation Department - Other","FINCH STATION  -  YU"
"775","TUO",1571,2025-01-24,15:45:00,"Friday","SHEPPARD WEST STATION","5","9","S","YU","5621","Transportation Department - Other","SHEPPARD WEST STATION  -  YU"
"776","TUO",2008,2025-01-30,20:03:00,"Thursday","KENNEDY BD STATION","5","10","W","BD","5344","Transportation Department - Other","KENNEDY BD STATION  -  BD"
"777","TUO",1603,2025-01-24,00:03:00,"Friday","CHRISTIE STATION","4","9","E","BD","5138","Transportation Department - Other","CHRISTIE STATION  -  BD"
"778","TUO",646,2025-01-10,16:49:00,"Friday","BROADVIEW STATION","3","6","E","BD","5037","Transportation Department - Other","BROADVIEW STATION  -  BD"
"779","TUO",891,2025-01-14,17:59:00,"Tuesday","WOODBINE STATION","4","7","W","BD","5084","Transportation Department - Other","WOODBINE STATION  -  BD"
"780","TUO",1078,2025-01-17,06:45:00,"Friday","WELLESLEY STATION","3","5","N","YU","5441","Transportation Department - Other","WELLESLEY STATION  -  YU"
"781","TUO",584,2025-01-09,20:46:00,"Thursday","BROADVIEW STATION","4","9","W","BD","5241","Transportation Department - Other","BROADVIEW STATION  -  BD"
"782","TUO",887,2025-01-14,17:32:00,"Tuesday","CHESTER STATION","5","8","E","BD","5084","Transportation Department - Other","CHESTER STATION  -  BD"
"783","TUO",1801,2025-01-28,08:30:00,"Tuesday","EGLINTON STATION","10","13","S","YU","6061","Transportation Department - Other","EGLINTON STATION  -  YU"
"784","TUO",160,2025-01-03,13:16:00,"Friday","KIPLING STATION","4","8","E","BD","5346","Transportation Department - Other","KIPLING STATION  -  BD"
"785","TUO",1087,2025-01-17,11:08:00,"Friday","EGLINTON STATION","5","10","N","YU","5771","Transportation Department - Other","EGLINTON STATION  -  YU"
"786","TUO",1822,2025-01-28,14:26:00,"Tuesday","DONLANDS STATION","3","7","W","BD","5323","Transportation Department - Other","DONLANDS STATION  -  BD"
"787","TUO",1939,2025-01-29,22:36:00,"Wednesday","FINCH STATION","3","9","N","YU","5966","Transportation Department - Other","FINCH STATION  -  YU"
"788","TUOS",1410,2025-01-22,09:50:00,"Wednesday","BAY STATION","6","9","W","BD","5193","Operator Overshot Platform","BAY STATION  -  BD"
"789","TUOS",1585,2025-01-24,18:03:00,"Friday","YONGE BD STATION","6","9","W","BD","5298","Operator Overshot Platform","YONGE BD STATION  -  BD"
"790","TUOS",643,2025-01-10,16:35:00,"Friday","SPADINA BD STATION","4","7","E","BD","5037","Operator Overshot Platform","SPADINA BD STATION  -  BD"
"791","TUOS",1817,2025-01-28,11:30:00,"Tuesday","OLD MILL STATION","5","9","E","BD","5079","Operator Overshot Platform","OLD MILL STATION  -  BD"
"792","TUS",406,2025-01-07,15:48:00,"Tuesday","YORKDALE STATION","4","8","S","YU","5811","Crew Unable to Maintain Schedule","YORKDALE STATION  -  YU"
"793","TUS",1094,2025-01-17,13:53:00,"Friday","FINCH STATION TO ST GE","5","9","N","YU","5951","Crew Unable to Maintain Schedule","FINCH STATION TO ST GE  -  YU"
"794","TUS",1914,2025-01-29,14:36:00,"Wednesday","DONLANDS STATION","4","8","W","BD","5308","Crew Unable to Maintain Schedule","DONLANDS STATION  -  BD"
"795","TUS",501,2025-01-08,18:40:00,"Wednesday","KENNEDY BD STATION","3","7","W","BD","5139","Crew Unable to Maintain Schedule","KENNEDY BD STATION  -  BD"
"796","TUS",1917,2025-01-29,14:50:00,"Wednesday","DUFFERIN STATION","6","10","E","BD","5166","Crew Unable to Maintain Schedule","DUFFERIN STATION  -  BD"
"797","TUS",1840,2025-01-28,17:59:00,"Tuesday","CASTLE FRANK STATION","3","6","E","BD","5369","Crew Unable to Maintain Schedule","CASTLE FRANK STATION  -  BD"
"798","TUS",1828,2025-01-28,16:10:00,"Tuesday","WILSON STATION","8","12","N","YU","5471","Crew Unable to Maintain Schedule","WILSON STATION  -  YU"
"799","TUS",1125,2025-01-17,22:49:00,"Friday","CHRISTIE STATION","5","10","E","BD","5089","Crew Unable to Maintain Schedule","CHRISTIE STATION  -  BD"
"800","TUS",1211,2025-01-19,18:18:00,"Sunday","LAWRENCE STATION","5","9","N","YU","5826","Crew Unable to Maintain Schedule","LAWRENCE STATION  -  YU"
"801","TUS",1910,2025-01-29,14:12:00,"Wednesday","VICTORIA PARK STATION","4","8","W","BD","5167","Crew Unable to Maintain Schedule","VICTORIA PARK STATION  -  BD"
"802","TUS",635,2025-01-10,14:18:00,"Friday","UNION STATION TO VMC","6","11","N","YU","5471","Crew Unable to Maintain Schedule","UNION STATION TO VMC  -  YU"
"803","TUSC",1823,2025-01-28,14:27:00,"Tuesday","KIPLING STATION","3","7","W","BD","5187","Operator Overspeeding","KIPLING STATION  -  BD"
"804","TUSET",1502,2025-01-23,19:38:00,"Thursday","VAUGHAN MC STATION","5","8","N","YU","6086","Train Controls Improperly Shut Down","VAUGHAN MC STATION  -  YU"
"805","TUSET",1988,2025-01-30,15:05:00,"Thursday","VAUGHAN MC STATION","3","7","S","YU","5736","Train Controls Improperly Shut Down","VAUGHAN MC STATION  -  YU"
"806","TUSUP",1336,2025-01-21,09:22:00,"Tuesday","EGLINTON STATION","10","13","N","YU","5416","Supervisory Error","EGLINTON STATION  -  YU"
"807","TUSUP",896,2025-01-14,19:41:00,"Tuesday","ST GEORGE YUS STATION","12","15","N","YU","5466","Supervisory Error","ST GEORGE YUS STATION  -  YU"
